Seat Type,Weight Range,Installation Type,Harness Type,Material,Special Features,Review,review_word_count,Has_Relevant_Attribute_Info,Attribute_Related_Content,Synthesized_Customer_Needs
1,2,0,0,0,Washable FabricCup HolderWashable FabricCup Holder,"I just got this car seat today and, so far, I am very satisfied with the product. I was a little concerned about the installation, because I had read so many reviews stating how hard it was to install and listing it as a con. But, I must say, that after watching a video on Youtube a couple of times on how to do the ""long belt path"", it was quite a breeze to install in my 08 Toyota Camry. In fact, I had to uninstall it once because the harness wasn't quite right, and re-install it (without help!). And it took me less than five minutes both times. The seat is solid! It hardly moves half an inch when I try to shake it. The seat belt barely made it to the latch, that's true. But, once clipped, that seat wasn't going anywhere. I strongly suggest watching a couple of informative videos on how to use the seat. They helped me a great deal.<br /><br />The ONLY thing that was kind of tough was moving the crotch harness from the first slot to the middle one (I also tried the third). I had to use a screwdriver to push it through because it just wouldn't budge. But other than that, I have no complaints as far as set up, installation and, of course, quality. It is pretty heavy, so even though it is FAA approved, I would buy a lighter seat to tote around the airport.<br /><br />My three year old son also gave it two thumbs up. Loved it! Especially the cup holders.",265,Yes,"Installation Type: long belt path, seat belt, latch
Harness Type: crotch harness","The car seat can be installed using a long belt path, a seat belt, or LATCH connectors.
The car seat includes a crotch harness."
0,1,4,0,0,,"Bought this as a travel car seat for my one-and-a-half year old son. We have Graco 4Ever car seats that we use in our vehicles at home, but with five weeks of intense travel this summer (four separate flights, thousands of miles on the road), we needed something much more compact. My main concerns were getting a seat that would be easy to install on a plane, and something compact enough to easily carry through an airport.<br /><br />Generally this seat did the trick. Installing on the plane wasn't always incredibly easy. Airplane seat belts were at times a bit tough to feed through and would rest right underneath my son's bottom. Sometimes I also couldn't get the belt tight enough, but the seat being wedged between his plane seat and the seat in front of him kept it in place.<br /><br />It was very easy to install in our rental cars even without all the bells and whistles that our normal Graco seats at home have. Outside of a bit of the struggle on the plane to install the seat, the only other main complaint is no padding around the neck area. At times it seemed like the straps were digging into my son's neck a bit.<br /><br />But all things considered, the price definitely makes it worth it and you shouldn't expect to get a luxury car seat for this price. It did great for us during summer travels and we'll be sure to use it the next time we fly.",253,Yes,"Installation Type: easy to install on a plane, easy to install in our rental cars, installing on the plane wasn't always incredibly easy, Airplane seat belts were at times a bit tough to feed through, couldn't get the belt tight enough, the seat being wedged between his plane seat and the seat in front of him kept it in place
Harness Type: straps were digging into my son's neck a bit
Material: no padding around the neck area","The car seat needs to be easy to install on a plane and in rental cars. It is acceptable if installation on a plane is not always incredibly easy. It is acceptable if airplane seat belts are at times a bit tough to feed through. It is acceptable if the belt cannot be tightened enough, and if the seat stays in place by being wedged between the plane seat and the seat in front. It is acceptable if the harness straps dig into a child's neck a bit. It is acceptable if there is no padding around the neck area."
2,2,0,0,5,,"I bought this car seat as a spare; because I didn't want to have to lug my sons seat out of mine and in between my husbands and mothers car. His main seat is the Graco 4ever- which I absolutely love. I wasn't sure if I could afford a second, great quality seat; but when I came across this one- I was so shocked and excited. Bought it right then and there. And I LOVE it. Obviously the 4ever is amazing, but I definitely couldn't afford another one of those. So this met every single one of my needs! My son is 10 months old, 25 lbs and 30 inches. And he fits so great!",115,Yes,"Seat Type: Rear Facing
Weight Range of Child: 25 lbs",The car seat should accommodate a child weighing up to 25 lbs in a rear-facing position.
1,2,0,0,2,Car seat and suitcase sold separately,"I can't believe no one thought of this before!  Once we figured out exactly how tight the LATCH straps needed to be getting the car seat attached was a breeze and it was so much simpler than lugging and individual car seat, stroller and luggage through the airport with a toddler in tow (we had done that 3 times in the past and were pretty banged up after each trip)!  On our one trip we got at least a dozen inquiries from other parents in the airport.  This is the best 15$ a parent who travels could ever spend.<br /><br />My only issue was if the luggage is older it can definately work againt the pull handle on the suitcase and cause it to collapse while in use.  This can be alleviated by pulling the suitcase behind you instead of pushing it in front of you like a stroller.  Happy travels!",151,Yes,Installation Type: LATCH straps,The car seat can be installed easily and securely using LATCH straps.
1,2,1,1,0,,"The concept is good, however on leather seats it slides around, not easy to get into the right position to fit and the seat belt fitting is cumbersome. The worst part we found is when trying to get the child out of the seat the system locks the seat belt mechanism and you couldn’t get the child out the car. It literally took several minutes.<br />Not impressed at all and will be sticking with more conventional car seats and boosters. I wouldn’t recommend this seat.",85,Yes,"Seat Type: Rear Facing
Installation Type: Seat Belt","The car seat can be installed using the vehicle's seat belt.
The car seat is designed to face the rear of the vehicle."
1,2,1,1,5,,"Just bought my second pair of these carseats. I had bought some a little over a year ago after someone had backed into my car with my old convertible ones. I had done research and purchased these ones for my daughter (now 6 but the small for her age) and my son (now 7).<br />Yesterday while visiting my in laws in LA they hit a COW on the interstate  (at night going 70) and spun off into a power pole. Aside from a bruise on my son's arm where he hit it on the car door, they are both completely unharmed!! The police, emts and fire fighters all were all impressed and attributed everyone being unhurt to my father in laws phenomial driving in the situation and these carseats. Which the officers/fire fighters inspected prior to my sister in law picking them up and said they seemed to be completely undamaged, although they recommended replacing them.(honestly, i had already ordered the second pair ;) )<br />At this point, you could not pay me to put my kids in different booster seats.",181,Yes,"Seat Type: booster seats
Weight Range of Child: 6, 7
Installation Type: undamaged
Harness Type: 
Material:",The child car seat is a booster seat suitable for children weighing 6 to 7 units. The installation does not cause damage to the vehicle.
2,2,0,0,1,,We were just in a horrible car accident that totaled our car. My 3.5 year old is totally fine! This seat stayed in place and held her tight! She hasnt complained about anything hurting. We just bought another one to use in our new car. So thankful she is ok!!,50,Yes,"Seat Type: Forward Facing
Weight Range of Child: 3.5 year old
Installation Type: stayed in place",The car seat should remain securely installed without shifting.
4,2,0,1,0,,"The seat was easy to put together, took maybe five minutes even with my 6 and 3 year old &#34;helping.&#34; I like that it can fasten with the latch system to the seat to keep it from sliding around, which caused problems with our previous booster. The only thing I don't like about the seat is that the color we ordered is an ugly tan that looks like it's already dirty, rather than a grey/tan that I was hoping for. Our other car seat is black and silver and looks cool, this one looks ugly. But it's not worth returning it for that, nor would I knock the product for it, I should have paid closer attention to the description. I would post a picture, but even in my own pictures the color looks better than it is.",138,Yes,"Seat Type: Forward Facing
Installation Type: Latch","The seat can be installed forward-facing.
The seat can be installed using the LATCH system."
2,1,0,0,3,,"I absolutely love this car seat! It’s just as easy to install as my son’s infant car seat was! You can tell by the material that it’s built to last! My son use to scream everytime he’d be in his car seat in the car, but he loves this one and doesn’t get fussy at all!",56,Yes,"Seat Type: Convertible
Installation Type: easy to install
Material: built to last","The car seat is easy to install.
The car seat is built to last."
1,2,1,1,5,,It was difficult to admit that my son needed a booster seat after outgrowing his car seat. With it's great quality I feel confident with my son in the car. It was simple to install...only took a few minutes and I love that it is now easy to put in the car and move around. My parents even bought one for their car.,63,Yes,"Seat Type: booster seat
Installation Type: simple to install",The seat is simple to install.
1,2,1,0,3,,"Finally, I have found a carseat that is perfect. I have 2 sons, and I have owned many carseats. They had outgrown the 45 lb weight limit on thier carseats, so I was in search of new carseats with the harnesses, since I am not ready for them to be in boosters with regular seat belts. After doing alot of research, the Graco Nautulis seemed perfect, yet was a little more money than I wanted to spend, since I had to buy 2. We bought another product that was about $30 cheaper. After being very disappointed with the other product, we returned those and purchased 2 Graco Nautulis carseats, in the Matrix pattern. I could not be more pleased. My boys LOVE them. They seem to be very comfortable, and fit them very well. They are both big for thier age, and the Nautulis fits them very well. Also, my husband says they were simple to install and fit well in our SUV. If you are looking for a front facing car seat for your toddler, the Graco Nautulis is the way to go. They also turn into high back boosters, then no back boosters, so we will never have to buy carseats/boosters again. I wish I would have gotten these car seats a long time ago, and I will recommend them to all the moms I know!!!",228,Yes,"Seat Type: front facing
Weight Range of Child: outgrown the 45 lb weight limit
Harness Type: harnesses
Installation Type: simple to install","The car seat should be front facing.  
The car seat should accommodate children who have outgrown the 45 lb weight limit.  
The car seat should include harnesses.  
The car seat should be simple to install."
1,2,1,1,0,,"So far we are pleased. Goes together easily. Sometimes the seat belt seems to come out  of the “track” when my child is doing the buckling ane unbuckling, but not consistently and I think it’s  more of an issue with how she is trying to do it, rather than some flaw. Comfy and like the dual cup holders.",58,Yes,"Seat Type: Forward Facing
Installation Type: Seat Belt","The car seat can be installed forward-facing.
The car seat can be installed using the vehicle's seat belt."
2,1,0,0,5,Cup HolderCup Holder,"The buckles on this seat are just awful!  This makes taking the baby in and out of the seat a serious chore.  One feature makes it a keeper.  It has two positions for rear-facing.  One is full recline for a small infant.  The other is more upright and takes up a LOT less space in the back seat.  This is so great, as we can finally put her on a side, near the door which makes it easier to get her in and out of the seat.  She's a heavy baby and lifting her over to the middle of the truck's back seat was killing me.  I have replaced the buckles from our other forward facing seats (I am NOT recommending you do this) and it is now the perfect seat.",131,Yes,"Seat Type: Rear-facing
Weight Range of Child: heavy baby
Installation Type: 
Harness Type: buckles
Material:",The seat accommodates a heavy baby in a rear-facing position. The installation process is acceptable. The buckles are secure and easy to use. The materials are durable and comfortable.
2,2,4,0,0,Washable FabricRemovable Seat Cushion,Our first Britax survived 12+ months with our first daughter and is now being used by the younger daughter. The only complaint I had with that one was the difficulty of getting the cover to fit properly after removing and washing it. This one seems to have a better fit and finish with more material wrapping around the shell in the right areas. I think this one is even easier to load and unload the toddler. The stiffer belly pad and tounge are partly the reason. The other part is these rubber shoulder strap additions that make the whole harness a little less floppy. &#34;Armies in!&#34; and &#34;Armies out!&#34; is considerably easier.,112,Yes,"Seat Type: Forward Facing
Harness Type: rubber shoulder strap additions, less floppy
Material: cover, more material wrapping around the shell, stiffer belly pad and tounge",The child car seat should be forward facing. The shoulder straps should be secure and not floppy. The cover should wrap around the shell adequately. The belly pad and tongue should be firm and supportive.
1,2,0,0,0,Washable FabricCup HolderWashable FabricCup Holder,"This is a great booster seat. I got this for my four year old when he was ready to transition.  I originally got him a cheaper booster and used the car's seat belt, but he is  small for his age and very active, therefore he was often hanging out of it or getting out all together.  I feel SO much better about the harness on this seat.  He is secure, comfortable, and loves his new seat!  Unlike other seats in this group, this seat is not overwhelmingly huge.  Don't get me wrong, it's not small, but it is not as wide as others I have seen.  Love this and would buy it all over again!",115,Yes,"Harness Type: harness on this seat
Material: not overwhelmingly huge, not as wide as others","The harness on the child car seat is secure and easy to use.
The child car seat is compact and does not take up excessive space in the vehicle.
The child car seat is not overly wide compared to other models."
1,2,1,0,3,,"- UPDATE -<br /><br />4 years later and I now own 2 Graco Nautilus (Nautili?). While the Britax Boulevard went up to 65 lbs, my DD's shoulders out grew it when she was only 50 lbs (5 years old.) I have just now removed the harness, my daughter it 8 1/2 years old and 62 pounds. While the crotch strap may seem short, this never gave her a problem or irritate at all. The two problems are that the straps would twist annoyingly, but not too bad, and her head continues to fall forward if she falls asleep. We are still using it as a high-back booster. I continue to love this car seat and if you are looking for a more cost-efficient harness to booster seat, this is a great one.<br /><br />-Original Post -<br />We purchased this car seat as my daughter's back up seat in her aunts car. I have a Britax Boulevard in my car and my husband has a Radian 65 in his. I was looking for something that met all my safety standards, but was not going to break the bank. I LOVE this seat, I definitely prefer it over the Radian. It ... Read more",202,Yes,"Seat Type: high-back booster
Weight Range of Child: 65 lbs, 50 lbs, 62 pounds
Harness Type: harness, straps",The child car seat should accommodate children weighing up to 65 pounds. The seat should provide a harness or straps for secure restraint. The seat should be a high-back booster style.
1,0,1,2,0,,Seat is not too bad but I head bad shopping experience where I wanted just to select different color but it actually change other characteristics and I got a seat without latch system which I wanted and confirm that original color actually head.,43,Yes,Installation Type: without latch system,The car seat can be installed without a latch system.
0,2,0,0,3,Fits 3 across,"Very solid build, can keep my son in rear facing position a little longer with this (safer).  Needed something that could fit in my Lexus IS and this works out perfect.  Seems more comfortable for him than our Graco in my wife's car",43,Yes,Seat Type: rear facing position,The car seat can be used in a rear-facing position.
0,1,0,0,0,,"I love the two cup holders. I purchased this car seat from a large retailer, loved it so much purchased a second on Amazon while they were on sale. Easy to install. We do not have a tall child, so didn't need a taller one; otherwise, we would have purchased a head rise car seat from Graco. Easy to wash. During potty training, several accidents in the car and the cover has not shrunk. We love this brand.",78,Yes,"Seat Type: Forward Facing
Installation Type: Easy to install
Material: Easy to wash, cover has not shrunk","The seat is forward facing.  
Installation is easy.  
The material is easy to wash and the cover does not shrink."
0,2,0,0,0,Fits 3 Across,"This thing is heavy, and a bit cumbersome to install. So if you plan on constantly moving it from vehicle to vehicle I wouldn't recommend it. That being said, I installed it rear facing into my Ford Escape. I did have to purchase the extra pad (both me and my husband are tall). But I have not had to untwist or untangle the belts once in the three months since I installed it.  That alone makes me endorse this carseat.",80,Yes,"Seat Type: Rear Facing
Installation Type: install, installed","The car seat can be installed as a rear-facing seat.
The car seat is easy to install.
The car seat can be installed correctly."
4,2,1,2,0,Cup Holder,My 1 year old loves his new car seat! He's been in his first car seat since he was born and left the hospital which is the newborn one that faces the ceiling. He hated getting in the car BC he couldn't see much. When we put this in and he faced forward and could see out the windows it lit up his day!!!,64,Yes,Seat Type: Forward Facing,The car seat should be forward facing.
2,2,4,0,3,,"This car seat seems safe. I particularly like the added side impacted cushions on either side of the head. Very easy install using LATCH system in my vehicle. The strap lengthening procedure is a touch more complicated since you have to avoid pulling on the snug harness cord when you are adjusting the tightness. It took me a while to figure that out the first time I used it.<br />I love the seat design and colors. Sweet and feminine. Overall, terrific carseat for my 1 year old.",87,Yes,"Seat Type: Rear Facing
Installation Type: LATCH
Harness Type: snug harness","The car seat should be rear facing.
The car seat should be easy to install using the LATCH system.
The car seat should have a harness that fits snugly and securely."
1,2,1,0,3,,"Ahhh. It can't be used rear facing. Not sure how I missed that. I needed rear facing, but can switch up our car seats and use this one for my older child instead.<br /><br />I spent 30 minutes trying to adjust the strap that goes between the legs before giving up. It is HARD. not looking forward to trying again but I know it has to be done before my kid can use it.<br /><br />Otherwise the quality seems solid and I'm really happy that I can keep using this as my kids outgrow their car seats!",97,Yes,"Seat Type: rear facing
Harness Type: strap that goes between the legs","The car seat should be rear facing.  
The car seat should have a strap that goes between the legs."
1,1,4,2,0,Removable Seat Cushion,"We now own 4 of these. 2 in my truck and 2 in my wife's car. They are top notch. I would not go with anything else personally. The only thing I don't like is when they are rear facing they seem a tad jiggly. They are locked in and not going anywhere, but I just wish you could get them a little more solid. You could if you had an anchor on the floor of your vehicle. Also a word of caution. The liners are washable but I strongly recommend NOT putting them in the dryer. We put the first one in the dryer and some of the seams busted open. I have always air dried the ones in my truck and have had no problems.",127,Yes,"Seat Type: Rear Facing
Installation Type: anchor on the floor of your vehicle
Material: liners are washable, NOT putting them in the dryer, air dried","The car seat should be rear facing.  
The car seat should be installed using anchors on the vehicle floor.  
The car seat liners should be washable.  
The car seat liners should be air dried rather than put in a dryer."
2,1,0,0,3,,"I loved this car seat so much that I bought one for each car we have!! Its easy to install, the fabric comes off easy if you need to wash it, and the cupholders are so convenient for my toddler. I also love how I can use this carseat for a long time because it grows with your kid. Easy to adjust and overall just a good pick for a carseat.",71,Yes,"Seat Type: Convertible
Installation Type: easy to install
Material: fabric comes off easy if you need to wash it","The seat is easy to install.  
The seat's fabric is easy to remove for washing."
1,1,4,2,0,Removable Seat Cushion,"Functions well as a sturdy and comfortable car seat, however clean up is a very tricky process after my motion sickness prone toddler has thrown up. The design of the car seat cover is very poor in containing the mess and stuff oozes out from the gaps in the side to dirty the rest of the car. Also it is extremely complicated to put this seat back together after it is dismantled for thorough cleaning. They need to improve the design of the car seat cover so that no mess escapes through the sides and leaks into the interior portions of the car seat and base. Then it would save us the frustration of having to disassemble and put this thing back together again each time.",126,Yes,Material: The design of the car seat cover is very poor in containing the mess and stuff oozes out from the gaps in the side to dirty the rest of the car. Also it is extremely complicated to put this seat back together after it is dismantled for thorough cleaning. They need to improve the design of the car seat cover so that no mess escapes through the sides and leaks into the interior portions of the car seat and base.,The car seat cover should effectively contain messes without allowing anything to escape through the sides and dirty the car. It is acceptable if the cover is complicated to reassemble after being dismantled for thorough cleaning.
1,2,1,0,0,,"I really like this car seat. Not only does it look good in my car but it is easy to install. I have had it since my daughter was 1, she is now 3 and I am still using it the original way. I like that I wont have to buy another car seat/ booster seat ever again (for her) although I will be reordering this product for my son as soon as he turns 1! The cup holder always holds her drinks, and we have never had a cup that didn't fit. The buckles always work and have never had a problem sticking. All the parts are easy to take off and clean. My daughter got sick in it one day and I had to detail clean it but it was really easy and I got it back together, no problem. Plus I really like the color, girly but not over the top.",154,Yes,"Seat Type: Convertible
Weight Range of Child: since my daughter was 1, she is now 3
Installation Type: easy to install
Harness Type: buckles always work
Material: easy to take off and clean, detail clean it","The car seat should accommodate a child from age 1 to at least age 3.  
Installation should be easy.  
The buckles should always work reliably.  
The seat should be easy to take off and clean, including for detailed cleaning."
1,2,1,1,2,,"It is a little hard to get her in this, and she can't really unhook it herself yet, but otherwise it is a great help to bring the seatbelt down to child size so it fits correctly over her shoulder.  I would buy it again.",45,Yes,Harness Type: she can't really unhook it herself yet,The child should not be able to unhook the harness themselves.
4,2,1,1,4,"STURDY, STABLE, SECURE",Bought this specifically for a trip we were taking. Was easy to inflate and install safely in the vehicle. My daughter was very comfortable in it. The included strap and lock for moving the upper belt from her neck is a brilliant addition. Highly recommend.,45,Yes,"Seat Type: Forward Facing
Installation Type: Seat Belt","The car seat can be installed forward-facing.
The car seat can be installed using the vehicle's seat belt."
0,2,0,2,3,,Our son is 10 months old and loves being in the seat.  The only complaint I would have it that the instructions for installation are kind of difficult to follow.  I took the car seat in to the inspection and she was surprised that we got as far as we did.  :-  Once the car seat was installed though... it's amazing.  It is big but that's how I know it'll work for him as he grows bigger and bigger.  I would highly recommend this!,84,Yes,Installation Type: instructions for installation are kind of difficult to follow,The customer needs clear and easy-to-follow installation instructions.
0,0,1,2,3,,"This was a very well inspired purchase. We bought this 18 months ago for my then new born baby girl. It was very comfortable for her then and is still even now. We purchased 2 bases so switching from one car to the other is a breeze. My daughter is now 18.5 months old, she weighs 23 pounds (30 percentile), and is 33 inches (80 percentile). SHE STILL FITS IN THE CAR SEAT COMFORTABLY!!! So if you are wondering if you should buy this, go ahead and go for it.",90,Yes,Weight Range of Child: 23 pounds,The child car seat accommodates a child weighing 23 pounds.
4,2,1,1,2,,"Hey, it’s a cheap booster, okay. Lowering the shoulder strap is a big deal so as to not decapitate young’uns. They provided a cheap 1” nylon strap that weaves through an plastic oval that traps the actual seatbelt and aligns it with little shoulders. It’s so so to use and just seems cheap. Sometimes simple is better, this kind of simple is just scary and of low quality.",68,Yes,"Seat Type: booster
Harness Type: shoulder strap
Material: nylon strap, plastic oval","The child car seat should be a booster seat.  
The child car seat should use a shoulder strap harness.  
The child car seat should have nylon straps.  
The child car seat should have plastic oval components."
0,2,0,0,2,,Bought two to go in grand parent vehicles and absolutely none of us can tighten the harness with climbing on top of it and wrestling with it for quite a while. Would not recommend this seat or brand. Not safe for a rear facing child. We haven't tried it forward facing to see if it tightens up easier from that direction.,61,Yes,"Seat Type: Rear Facing, Forward Facing
Harness Type: tighten the harness",The car seat should be suitable for both rear-facing and forward-facing use. The harness should be easy to tighten securely.
0,2,0,1,0,,"So easy to install!  Every time I need to remove my car seat out of the back of my jeep to load in things I end up struggling to get it back in and I was sick of it. I love the fact that this had the easier installation and oh yes it was! For the first time I did not have to enlist the help of my son-in-law to get the car seat back installed in the backseat. What I really liked about it was the cupholders because my grandson is six years old so he always wants a drink or some toy with him in those cupholders are invaluable for holding those things. This foam is much plushier that my previous seat. For those with infants and toddlers, you will love the magnetic chest harness! So much easier to get on and off and no struggling searching for straps. Like all of these car seats it’s expensive, but I found that the convenience in so many of these features made it worth it and it’s the same price as all of the other higher quality seats. So I felt it to be a good value.",197,Yes,"Seat Type: Forward Facing
Installation Type: easier installation
Harness Type: magnetic chest harness
Material: foam is much plushier","The car seat is easy to install.
The car seat has a comfortable, plush feel.
The car seat's harness is easy to fasten and secure."
4,2,0,1,0,,We bought this car seat for my husband's car. We use a high back Chicco in our main vehicle.<br /><br />I feel like this one is just as secure as our more expensive Chicco and even purchased it a second time for my father's vehicle.<br /><br />There are only a couple high back booster seats that use LATCH and that was the number one selling point for this seat. It is also a slim design that fit nicely in my husband's two door vehicle.<br /><br />The latch design allows us to feel like the seat is secured inplace as opposed to to others that just sit in the seat freely. The latch brackets are easy to install as well.,119,Yes,"Installation Type: LATCH, latch design, latch brackets are easy to install
Seat Type: high back booster seats, slim design",The car seat should be easy to install using the LATCH system. The car seat should have a slim and compact design.
0,0,0,0,1,Adjustable CanopyAdjustable Canopy,"I hated this seat and will 100% not use it for my next child.  As the reviews state it is very fancy looking which is what drew us to it but the MOST important thing is 1- your baby's comfort and 2- functionality.  This seat is very tight and deep so it is not comfortable for the baby once they grow beyond a newborn size and we ended up buying a new seat when he was 6 months because both our son and my husband and I hated this seat.  From a functionality standpoint, because of the size of the seat it was extremely hard to put even a very tiny baby in and out of the seat which was brutal for me.  Everything was so difficult to attach and click in<br /><br />Maxi Cosi also sells an adaptor kit to attach this seat to an uppa baby stroller.  When you attach it to the stroller the seat leans forward so the babys head flops forward and given newborns sleep all the time this made the attachment to that stroller unusable.<br /><br />I wouldn't recommend this car seat to anyone.  Don't be fooled by the good looks, you and your baby will hate it!",204,Yes,"Seat Type: Rear Facing
Weight Range of Child: newborn size, 6 months
Installation Type: attach and click in
Harness Type: 
Material:","The car seat should be suitable for newborns and infants up to around 6 months old. It should be a rear-facing seat. The installation process should be simple, allowing it to be attached and clicked into place securely."
0,1,0,2,3,,"After reading many reviews, I opted to purchase this Britax car seat for my granddaughter's use.  Not only is it simple to install in the car but the seat is not too heavy to remove from my car when necessary.  The Price couldn't be beat.",45,Yes,Installation Type: simple to install,The car seat is simple to install.
2,2,4,0,0,Washable FabricRemovable Seat Cushion,I purchased it for my grandson.  he was still in a back facing car seat and is so much happier in this.  it has a very high safety rating and he can use it for several more years.  It is study and good looking.  I may purchase another one so mu son and his wife won't have to move it from car to car.  The Amazon price was the best I could find and it came in time for his first birthday.,82,Yes,"Seat Type: Rear Facing
Weight Range of Child: several more years",The child car seat should accommodate the child for several more years in a rear-facing position.
2,1,0,0,5,,I am loving this car seat so far! I've had it just over a week and I've had to take it apart and clean it two times due to blowouts AND it's so easy to take apart! The install is so quick and easy. I would recommend to everyone!,49,Yes,Installation Type: install is so quick and easy,The car seat needs to be quick and easy to install.
4,2,0,1,0,,The booster seat fits well in my rav4 2015. Perfect I love it!! Easy to install. My hubby wanted to trade booster seats and it didn’t work so good in his 2013 Ford F-150. The seat belt kept locking up on my son. My son felt so uncomfortable using it in the truck. Do not buy if you want to use for Ford 2013 f 150.,66,Yes,"Seat Type: booster seat
Installation Type: Easy to install",The child car seat is easy to install.
2,2,0,0,5,,Is a little stiff to tighten the straps. I’m hoping it gets easier as I use it. Just installed it in both our vehicles two days ago. Also is a very large car seat. We were used to the Chico key fit carrier so when we went to this it was an adjustment in our Ford Escape.,57,Yes,"Seat Type: Convertible
Installation Type: Seat Belt
Material: Stiff","The car seat is convertible and can be used for different stages.  
The car seat can be installed using the vehicle's seat belt.  
The material of the car seat is firm and provides solid support."
1,2,0,2,2,Car Seat Footrest,My smaller 12 year old special needs daughter is still in a car seat and I hated her legs always dangled bc I worried about leg pain. Got this now her feet have something to rest on. Fits under her adaptive car seat like a regular one so this is perfect!,51,Yes,Seat Type: adaptive car seat,The car seat adapts to the child's growth and changing needs.
0,2,0,0,5,,"The ONLY carseat I could find that fits in a 3 across configuration in my small backseat (1 booster, this one rearfacing in the middle, and another carseat forward facing on the side) to make it work, I had to install the carseats with the vehicle belts, not the latch anchors, but installation is secure and the bottom fabric of the seat unsnaps and flips up easily to access belt bath.",71,Yes,"Seat Type: rearfacing
Installation Type: vehicle belts, latch anchors
Material: bottom fabric of the seat unsnaps",The seat can be installed using either vehicle belts or latch anchors. The bottom fabric of the seat can be unsnapped.
2,1,0,0,3,,"We have been struggling with car seats because our newborn is tall and is growing so fast. The previous car seat was so uncomfortable and as our son was approaching 1 months, it just wasn’t working. This car seat here is the MVP of car seats. It has just the right amount of soft padding for our babu to be comfortable especially for long car rides. Our son is 2 months old and is tall, I love that we are able to adjust the car seat to different lengths (for a newborn this car seat can fit perfectly, everyone’s baby is different but buy extra newborn padding because our babies are tiny when they leave the hospital but will grow before your eyes in a matter of days)!  I also love that our son will be able to grow in this car seat because this is years worth of money saved. I haven’t attached the car seat to the car yet but I will make a separate review for when I do.",172,Yes,"Seat Type: Rear Facing
Weight Range of Child: newborn, 2 months old
Installation Type: attached the car seat to the car
Material: soft padding, extra newborn padding","The car seat should be suitable for newborns and very young infants. It should be easy to attach to the vehicle. It should have soft and comfortable padding, including additional support specifically for a newborn."
1,2,1,0,3,,"Can't even compare with our Britax Pinnacle and Frontier seats. But this is a good value and we keep it in grandma's car, where it's not used very often. Seat comfort and shape is just ok. The buckles are pretty difficult to manipulate, although it improved a little after they recalled the main buckle (they mailed the new piece).  The seat does look good and looks like the quality is pretty good.",72,Yes,"Harness Type: buckles are pretty difficult to manipulate
Material: looks like the quality is pretty good",The harness buckles are acceptable even if they are difficult to manipulate. The material quality is good.
1,2,2,3,0,"Includes LATCH connectors that attach to vehicle, keeping the booster seat secure when not in use., The backrest on the Viaggio HBB 120 can be removed for easier travel and transport.",This is a great seat however it did not fit well in the back of my Jeep Grand Cherokee  which has the fixed headrest.  I like that it latched To the seat using the anchors. The cupholder is definitely flimsy and it does not have a bottom.,47,Yes,"Seat Type: Rear Facing
Installation Type: Latch","The car seat can be installed rear-facing.
The car seat can be installed using the LATCH system."
0,2,0,2,3,,"Love love love this car seat!!! Really, its plush and comfortable for baby. Very safe. Easy to set up if you follow the instructions (unlike my husband!)<br />Cover is removable for washing.<br />I am pregnant with twins and I will definetly buy another one of these.",46,Yes,"Material: plush and comfortable, cover is removable for washing","The car seat is plush and comfortable.
The car seat cover is removable for washing."
4,2,1,1,0,,Great booster seat. Not sure how much the back piece is supposed to move but it is a great design for my son. The seat belt lays over him perfectly. The arm rest covers fall right off which is frustrating when you have a small child. Still a great seat for the price.,53,Yes,"Seat Type: booster seat
Installation Type: seat belt","The child car seat is easy to install using the vehicle's seat belt.
The child car seat is a booster seat that is simple to set up.
The child car seat is a booster seat that provides a proper fit using the seat belt."
2,2,0,0,1,,"We needed to purchase a second car seat and after much research, I came across the Go and Grow 3-in-1 and felt that it would be perfect for our needs. Out of the box, this is a very nice looking car seat and it is very well padded. Those are about the only nice things I can say.<br />I have several frustrations with this seat, but my main one is that I cannot get the latch to release the seatbelt. It has a round button, not a square one like my Graco seat, but even when using both hands it takes all my might and several attempts to unlatch the belt. Another major issue is tightening and loosening the belt is extremely cumbersome. At one point it took 2 people pulling on the belt to get it tight because the belt seems to keep getting caught. I am afraid that I will hurt my son using such force to tighten and loosen the belt. The chest restraint is also very wide on this, which is an issue for my 17lb baby. It has left marks on his arms because it's wider than his chest. My son also seemed uncomfortable in the seat. He doesn't love being in the car, but he usually doesn't cry the entire time, and every time he's in this seat he cries. Unfortunately, this was not the awesome find that I was hoping it would be and I am returning it for another Graco.",248,Yes,"Seat Type: 3-in-1
Installation Type: latch
Harness Type: belt, chest restraint
Material: padded","The seat can be used for multiple stages of a child's growth.
The seat can be installed using the LATCH system.
The seat secures the child with a harness that includes a chest restraint.
The seat is comfortably padded."
1,2,1,2,0,,"Very  hard to buckle or unbuckle with an infant seat in the middle of the back seat. Would only recommend it if you don't have such situation. Cupholder is almost useless, but pattern is cute and seems to be comfortable overall.",41,Yes,Harness Type: hard to buckle or unbuckle,The harness should be easy to buckle and unbuckle.
0,0,0,2,0,,"The car seat is very nice. Our baby is a big boy, only 3 months old. The straps don't have a very long extension so we aren't sure how long it will last since our baby is a chunky one. I have extended the buckles as far as they can go and it isn't always the easiest to get him in it but we love the car seat and this product as a whole.",74,Yes,"Harness Type: straps don't have a very long extension, extended the buckles as far as they can go",The harness straps need to have a long enough extension to accommodate larger children comfortably.
