Screen Size,Display Type,Special Features,Waterproof Rating,Battery Life,Target Audience,Review,review_word_count,Has_Relevant_Attribute_Info,Attribute_Related_Content,Synthesized_Customer_Needs
2,1,"Time Display, Sleep Monitor, Distance Tracker, Calendaring, Blood Pressure Monitor, Alarm Clock, Activity Tracker, Pedometer, Calorie Tracker, Notifications, Heart Rate MonitorTime Display, Sleep Monitor, Distance Tracker, Calendaring, Blood Pressure Monitor, Alarm Clock, Activity Tracker, Pedometer, Calorie Tracker, Notifications, Heart Rate Monitor  See more",2,1,Unisex Adult,Purchased as a “Happy” for husband  and so far he really enjoys it.  He has to watch his BP/ and heart rate—works perfect.  Stays charged almost a full week.  Doesn’t sleep in it so he really can’t rate sleep.  Easy to set up.,43,Yes,Battery Life: Stays charged almost a full week.,The smart watch needs to stay charged for almost a full week.
0,2,"chronograph, luminous",2,1,Men,Honestly this has been a great watch.  It paired as described to my android phone.  Speaker and mix are decent for a quick call.  I love having my messages on my phone.  Very easy to adjust the band and looks great.  Very impressed with this watch and I get roughly 5 days usage.,53,Yes,Battery Life: roughly 5 days usage,The customer needs a smart watch with a battery life that lasts approximately five days.
0,2,"Time Display, GPS, Notifications, Heart Rate Monitor, Daily Workout Memory,",2,1,Unisex Adult,"I switched to this from Fitbit because I wanted to try out the touchscreen and I never really liked this Fitbit watches available, but was addicted to the info it collected. This does everything a fitbit does and my opinion does it better.<br />I like the app better. I like the price better (I purchased for about $115) because I believe this does what the $300 fitbits do and more.<br />The app is great. Had to get used to the layout difference from Fitbit but that didn't take long once I figured it out.<br />You can customize all the screens on the watch, and download different faces and even customize the downloaded watch faces to have ALL the info you want if you never want to switch from the main screen of the watch.<br />I recommend getting some kind of screen protector. I accidentally slammed my wrist into a metal door while walking (it happens sometimes, I dont pay attention) and I thought the watch glass was ruined. I thought no huge deal it was $115, but it would still suck. I changed the screen protector and it was all good. $7 dollar 3 pack screen protector saved me.",199,Yes,"Screen Size: touchscreen
Display Type: customize all the screens on the watch, download different faces, customize the downloaded watch faces",The customer needs a touchscreen interface. They want to be able to customize all the screens on the watch. They need the ability to download different watch faces. They require the option to further customize the downloaded watch faces.
2,1,"Phone Call, Sleep Monitor, Music Player, Camera, Weather Forecast, Sedentary Reminder, Alarm Clock, Text Messaging, Multisport Tracker, Pedometer, Activity Tracker, Distance Tracker, Daily Workout Memory, Notifications, GPSPhone Call, Sleep Monitor, Music Player, Camera, Weather Forecast, Sedentary Reminder, Alarm Clock, Text Messaging, Multisport Tracker, Pedometer, Activity Tracker, Distance Tracker, Daily Workout Memory, Notifications, GPS  See more",2,1,"Women, Men, Teenagers, Younger",This watch is great. My issue is the battery. If you get alot of alerts then you are guaranteed to have to charge daily. I had to unchecked others so my watch would last over 12 hours. Other than that it does everything I need.,45,Yes,"Battery Life: battery needs to be charged daily; with many alerts, battery lasts less than 12 hours",The battery needs to last through a full day of use with many alerts.
1,2,"Elevation_gained, Sleep_monitor, Email, Heart_rate_monitor, Text, Pedometer, Gps, Fitness_tracker, Social_media_notifications, Distance_traveled, Digital_time_display, Music_player, Multisport_trackingElevation_gained, Sleep_monitor, Email, Heart_rate_monitor, Text, Pedometer, Gps, Fitness_tracker, Social_media_notifications, Distance_traveled, Digital_tim…  See more",2,1,Unisex Adult,"I went through Lumoid.com to try 5 different fitness trackers before I sunk a lot of money into one of them.  Here are the trackers that I &#34;rented&#34; for two weeks:<br /><br />Fitbit Surge<br />Garmin Vivoactive<br />Fitbit Charge HR<br />Jawbone Up3<br />Garmin Vivosmart<br /><br />After being able to put these items through their paces, and figure out which of any of them I wanted to buy, my decision was left between two excellent units.  The Fitbit Surge and The Garmin Vivoactive.  They both had strengths and weaknesses, but I ended up making the final decision to go with Garmin, and I am not disappointed.  Here is why the decision was made:<br /><br />Fit and Finish Quality - The Garmin won hands down for the most comfortable and usable tracker I tried.  I have a small wrist, and this unit just feels right on my arm.  The Fitbit Surge feel most substantial by far, but it was NOT comfortable.  I also like that the Garmin Unit has rechargeable bands so I can change the look up if I want to.<br /><br />Reliability and Accuracy - The both have ups and downs in this category, but I had a LOT of issues with my Fitbit Surge staying connected.  It dropped connection a LOT, and then was difficult to fix.  I never had this issue with the Garmin unit.  The GPS was flawless on both of them, and it took very little time to get a gps lock on either device, even indoors.  They both accurately counted my steps, calories, and sleep!  I like the integration of the Garmin Unit much better with other aps on the market.  Both had excellent battery life, about a week per charge, using the GPS once per day about an hour at a time.  The Garmin unit will allow me to alter my step stride if I needed to, but I found the standard to be just fine.  I could never figure out how to do that on the Fitbit.<br /><br />Screen - Both have excellent screens, but I have to give the edge on readability to the Fitbit.  Indoors is was much better, but outdoors they both reign supreme.  I like that the Garmin unit does have an app store where I can download more watch faces, data fields, widgets, and apps.  There are not a ton out there yet, but those that are available are great.  The Garmin unit is much more customizable, but the Fitbit is much more simple to use.  I do like the color screen on the Garmin Unit, as it does break up the monotony just a tad.<br /><br />Companion App - Wow, they are both great!  They both have strengths and weaknesses.  I like that the Fitbit can track food and water right on their own app, but on the Garmin I have to use a companion application.  That being said, there are more companion apps that are able to play nice with the Garmin Unit, giving me almost endless opportunities.  I like that.  The fitbit application is much more simple to navigate.  The ONE issue I have with Garmins Application, is that sometimes you have to do a refresh several times for the application to update.  No big deal, the information is there, it just takes a bit to get it where you want it!  The Fitbit application is faster for syncing.<br /><br />No matter which unit you decide on, they are both outstanding products.  There is NO right or wrong here, it is what works best for you.  I found the Garmin Unit to be a more reliable option as a whole.  I highly recommend that for $25 you to go www.lumoid.com and rent up to 5 different trackers to try for 2 weeks.  This way you can get a better sense of which one works better for you.  Let me know if you have questions, I'm happy to  help!",652,Yes,"Battery Life: Both had excellent battery life, about a week per charge, using the GPS once per day about an hour at a time.
Screen: Both have excellent screens, but I have to give the edge on readability to the Fitbit. Indoors is was much better, but outdoors they both reign supreme. I like that the Garmin unit does have an app store where I can download more watch faces, data fields, widgets, and apps. The Garmin unit is much more customizable, but the Fitbit is much more simple to use. I do like the color screen on the Garmin Unit, as it does break up the monotony just a tad.","The customer needs a smart watch with excellent battery life lasting about a week per charge, even with daily GPS use. They need a screen that is highly readable both indoors and outdoors. They need the ability to customize the watch with additional watch faces, data fields, widgets, and apps. They need a color screen to break up visual monotony. They need a smart watch that is simple and easy to use."
0,2,"Time Display, GPS, Notifications, Heart Rate Monitor, Daily Workout Memory,",2,1,Unisex Adult,It is a semi smart watch which can install some new apps. It is good for sports and 24 hours monitoring. I waer it 24 hours and will charge it when taking shower.,33,Yes,Battery Life: will charge it when taking shower,The customer needs the smart watch to have a battery life that can be charged during a short daily routine like taking a shower.
2,2,Bluetooth,2,0,,"Got it on sale to replace my 510 unit that had a malfunctioning touchscreen.  It was easy to program and sync with phone, app, and the sensors of my two bikes.  No need to choose bike before ride as the 520, unlike the 510, syncs to the sensor in use.  The 520 finds satellites very quickly and does not drop them even when mountain biking in canyons.  The sceeen is nicer and easier to read than the 510 even though they have the same size.  Came with a nice front mount.  So far no problems",95,Yes,"Screen Size: same size as 510
Display Type: easier to read","The screen size is acceptable as it is.
The display is easy to read."
1,2,Heart rate monitor,2,1,Unisex Adults,"Great presentation and minimalistic packaging which mimics the newest Apple Watches. Not an apple watch by far but at a fraction if the cost it's an amazing smart watch for android users! I got this for my brother and he loves it! It lasts long and retains charge throughout a whole working day and then some! Features are great and accurate! As mentioned, it's a great starter watch that's functional and inexpensive when compared to the competition. Highly recommend!",79,Yes,Battery Life: lasts long and retains charge throughout a whole working day and then some,The smart watch needs to last long and retain charge throughout a whole working day and then some.
2,2,"Bluetooth Calling, Music Playback, Message Notification(Facebook,Twitter,WhatsApp,Linkedin,Lnstagram....), Pedometer, Alarm, Timer, Stopwatch, Health Assistance(Blood Oxygen/ BloodPressure/ Heart Rate/ Sleep Monitoring), Games, Multi-Style Menu, Weather Forecast, Remote Camera Control, Massive Watch Faces, Theater Mode, Vibration Mode etcBluetooth Calling, Music Playback, Message Notification(Facebook,Twitter,WhatsApp,Linkedin,Lnstagram....), Pedometer, Alarm, Timer, Stopwatch, Health Assistance(Blo…  See more",2,0,Men,"This VALYV K22 Military Sport Watch is packed with an amazing number of smart features and provided seamless integration with my Samsung smart phone. The display is crystal-clear, and the audio capability and volume are very impressive. In general, it’s a very handsome watch and has a very intuitive user interface. The price is unbelievably low in comparison to some of the other smart watches on the market.<br />I especially enjoy the built-in fitness, activity, and sports tracking features which have already proven to be invaluable while training at the gym as well as general health monitoring during my activity throughout the day.<br />This watch charges quickly using the included USB magnetically connected cable and the battery is long lasting once charged. The user interface is customizable through the app – I preferred the default one that it shipped with… but there are MANY other options to choose from.<br />I summary, after spending many years not even wearing a watch… I am very happy with this purchase and can definitely recommend the purchase of this useful product to others.",179,Yes,"Screen Size: 
Display Type: crystal-clear display
Battery Life: charges quickly, battery is long lasting","The customer needs a watch with a clear and easy-to-read display.
The customer needs a watch that charges quickly.
The customer needs a watch with a long-lasting battery."
0,2,Heart Rate Monitor,2,0,"Man,Men,Women",Such a reasonable alternative to FitBit.  it does everything I want it to do at a fraction at the price.  It holds a charge for about a week and as a matter of comfort I would recommend you think about buying another band as your skin can get a little clammy under the band and if you loosen  it you wind up slightly reducing accuracy.,65,Yes,Battery Life: holds a charge for about a week,The smart watch needs to hold a charge for about a week.
2,0,"Light and durable, Heart rate monitor, Wearable tech, Gear fit, Fitness tracker, Gear fitness, Jawbone, Pedometer, Fit Bit, Fitness braceletLight and durable, Heart rate monitor, Wearable tech, Gear fit, Fitness tracker, Gear fitness, Jawbone, Pedometer, Fit Bit, Fitness bracelet  See more",2,1,Unisex Adult,"I love this watch/fitness tracker!  My one struggle with it is the home button on the side stopped working and I couldn't get the screen to come on at all.  I charged the sucker back up and it started working again but the battery hadn't been below 30% so that was kinda strange.  Otherwise, I love the interface, the presentation, switching out the bands to match my outfits, tracking all the fun fitness stuff, getting messages right on my wrist; it's fantastic!",82,Yes,Battery Life: battery hadn't been below 30%,The battery life is sufficient to maintain a charge above 30% under typical use.
0,2,"Time Display, GPS, Heart Rate Monitor",2,1,Unisex Adult,"Excelente Reloj de Garmin estoy muy conforme. Los puntos a favor: muy liviano por lo que es muy bueno para llevarlo puesto las 24hs. el táctil es excelente, la pantalla croma también mientras mas luz mejor se ve. Personalmente no lo uso todo el tiempo conectado al móvil solo para sincronizar las actividades y cuando voy manejando el auto por lo qué la duración de la batería es muy buena y se carga a Full en 45 minutos. Creo que la relación precio/calidad es muy buena. Se puede personalizar mucho y tiene para realizar muchos deportes, hasta cuatro capos de datos por pantalla, el sensor de ritmo cardiaco es de lo mejor q he probado. me cuesta mucho encontrar un punto negativo, la medición de ritmo cardiaco practicando Mountain bike he notado alguna variación pero no muy grande, pero prefiero usar para ciclismo la banda de pecho. Para el resto de las actividades el sensor funciona muy bien. El reloj superó ampliamente mis espectativas ya que tiene todas las funciones que necesitaba, Por todo esto es que lo recomiendo.",179,Yes,"Screen Size: hasta cuatro capos de datos por pantalla
Display Type: la pantalla croma también mientras mas luz mejor se ve
Battery Life: la duración de la batería es muy buena y se carga a Full en 45 minutos","The customer needs to see multiple data fields at once on the display.
The customer needs the screen to be clearly visible and improve in readability with more ambient light.
The customer needs the battery to have a long duration and charge to full capacity quickly."
1,1,"1)Fashionable Full Touch Screen Design with classic screen and HD glass screen (color on-screen display) 2)Adjustable grade silicone strap is healthy, environmentally friendly, and very comfortable to wear. 3)Excellent hiking watches / outdoor watch 4）All-day activity tracker. (Distance / steps / calories) 5）fitness tracker (breathing training / blood pressure / heart rate / sleep monitoring)1)Fashionable Full Touch Screen Design with classic screen and HD glass screen (color on-screen display) 2)Adjustable grade silicone strap is healthy, environmentally friendly, a…  See more",2,0,"Men,Women","Smart watch is looking like Apple Watch, design is good. Sleep tracking, mobile app sync, heart rate, call and mic quality is good top. Battery lasts more than 5 days so far.",32,Yes,Battery Life: Battery lasts more than 5 days so far.,The customer needs the battery to last for an extended period.
0,2,"Time Display, Sleep Monitor, Calendaring, Text Messaging, Alarm Clock, Notifications",2,1,Unisex Adult,"Love this smart watch! It is not too full of programs, and it is easy to set up and use. I like the round face like a traditional watch, and you can select from a large variety of watch faces. The notification vibrations are great and you can send a voice text too. As another reviewer suggested, I charge the watch while bathing and there is plenty of charge for the day. The charger connects magnetically, so there are no tiny pins to line up or break.",87,Yes,Battery Life: charge the watch while bathing and there is plenty of charge for the day,The watch can be charged while bathing and still have enough charge to last the day.
1,2,"Phone Call, Message Notification, Heart Rate Monitor, Blood Oxymeter(SpO2), Sleep Monitor, Time Display, Activity Tracker, Pedometer, Alarm Clock, Ai Voice Control, Calorie Tracker, Music Player, Camera, Sedentary Reminder, ect.Phone Call, Message Notification, Heart Rate Monitor, Blood Oxymeter(SpO2), Sleep Monitor, Time Display, Activity Tracker, Pedometer, Alarm Clock, Ai Voice Control, Calorie Tracker, Music Player, Camera, Sedentary Reminder, ect.  See more",2,1,"Women, Men, Unisex Adults",The watch was easy to set up out of the box. Just a short charge and it was paired with my phone and ready to go. The screen sensitivity is something I'll have to get used to as it is very sensitive as you scroll through options forcing me to back up multiple times during setup. Overall though this watch has almost all of the options of much more expensive smartwatches with a much more heavy duty construction and more tactical look.,82,Yes,"Screen Size: No
Display Type: No
Battery Life: No","The screen size is acceptable.
The display type is acceptable.
The battery life is acceptable."
1,1,"Bluetooth connection, IP68 waterproof",2,1,"Men,Women","I received this watch and thought it had a very clean look right out of the box. I like the black watch strap however, my wrist is small so the face of the watch is a little large. The watch turned on with full battery life. I had to download an application on my phone to link the Bluetooth messaging features. There are many other functions on the watch including steps, heartbeat and temperature. It also allows you to change to the display to different clock faces.  I did notice that sometimes the swipe or touch feature does not register. Sometime you need to tap multiple times for the screen to function. Overall, this is an expensive and good looking smart watch, however, in regard to software, you definitely get what you pay for.",134,Yes,"Screen Size: the face of the watch is a little large
Battery Life: turned on with full battery life","The watch face size is acceptable even if it is a little large.
The watch maintains full battery life when turned on."
1,2,Sleep Monitor,2,1,Unisex Adult,I like the watch. Takes a little to learn how to work it. My only problem is that the text on the face is quite small. Not to easy to read for us older people. Works great with my I-phone and is waterproof so it can be on my wrist through everything that I do in a day.,58,Yes,Screen Size: text on the face is quite small,The text on the face is acceptable even if it is quite small.
1,2,Heart Rate Monitor,2,0,Unisex Adult,"This is my first smart watch, so please keep this in mind as you read my review. I connected this watch to my Google Pixel 4a (Android OS). Compiled pros and cons are the end.<br /><br />Back in the days when phones were becoming more than phones, there was  a general type of phone called a 'feature phone.' It came pre-loaded with a variety of popular apps. But you were locked in to those apps by the firmware. You could not add or remove any of them. Such is the case with with this smart watch.<br /><br />Set-up was straight forward. It requires installation of its own app, 'DaFit', from the Google Play store. The watch started up indicating about 70% charge, which is appropriate for storage. At my rate of usage, from a full charge, I found the watch easily maintained a charge for more than 24 hours. While the app indicates the watch is connected after set-up, I recommend reviewing its presence and confirming settings in your phone's Bluetooth connected devices panel, too.<br /><br />The straps came unattached to the watch, but thanks to a small post on the spring-loaded pins, I was able to quickly attach them to the watch body...just have a decent fingernail available.<br /><br />Like most smart watches I've seen, the form factor is a bit on the big size as a compromise to the amount of information it attempts to display on the watch face. My issue there with this watch, given its size, is the three control buttons which protrude significantly from the circumference of the watch. The correct orientation is to wear the watch with these control buttons pointing toward the wrist joint so the opposing hand can easily access them. However, because of their size they quickly begin irritating the base of your hand as your wrist flexes throughout the day, such as when typing on a keyboard (I'm a desk jockey so that is most of my day). I eventually turned the watch around moving it to my right arm (I'm left handed so this is actually preferred even though the control buttons are no longer in the correct orientation for access by my left hand). For right-handed users, this presents a problem as the preferred wrist to wear it on would be the left.However, keeping it on the left wrist but turning the watch 180 degrees so as to have the buttons away from the wrist joint would then cause the display to be upside down. A firmware upgrade allowing a 180 degree re-orientation of the display and generic assignable buttons could address this as well as the issue of left-handed users for whom button irritation as above is not an issue, but would want the buttons easily accessible while wearing it on their right arm.<br /><br />I was eager to read my incoming text messages on the watch instead of pulling out my phone, unlocking it, and reading them there. The problem here, though, is that only those texts which were sent from a phone number displayed only as a number, and not in my named contacts would be sent to my watch (!). No matter how many times I had my family members (named contacts in my address book) send me text, they would never appear in the watch, but only in my phone's messaging app and phone notifications. This is a big fail!<br /><br />I use Google Fit to track a lot of my health metrics and was pleased to see steps as measured by the watch could be sent to my Google Fit app. But, the watch also has the capability of measuring pulse, blood pressure (BP), and oxygen saturation (O2Sat). These measurement are not sent to Google Fit, and only the most recent seven are stored on the watch. With respect to blood pressure measurements: DON'T USE IT for any reason! Sure, any medical measurement from such a device should be treated with suspicion...but it can suggest you may want to take a blood pressure reading from a better quality, more reliable device such as a true sphygmomanometer. But, even at this level of credibility, this watch's BP measurement sensor is very inaccurate. I found  the diastolic (upper reading) to be off by ~ -30 mmHg and the systolic to be off by ~ -10mmHg. This could easily give someone a false sense of security if they never had their BP checked by another device. I do have to track my BP and know what my reading should be. This watch's BP measurement was nowhere near what my true BP is. It's almost as if it picked two numbers at random and displayed them as my BP.<br /><br />Overall, I think this smartwatch, even for the price, has the opportunity to be a bit smarter.<br /><br />Pros<br />>Pliable soft silicone strap provides for secure but comfortable fit<br />>Maintains a charge for more than 24 hours of average use<br />>Good screen resolution and brightness (adjustable)<br />>Good sensor touch on screen<br />>A decent variety of interchangeable watch faces including one which allows you to import your own graphic/image as the backdrop<br />>Step counter integrates with Google Fit<br /><br />Cons<br />>Wired proprietary charger. If it breaks or you lose it, too bad. A USB charging cable isn't a viable replacement (recommend re-design for wireless charging)<br />>Very inaccurate BP measurement to the point of being worthless<br />>While it measures steps, pulse, blood pressure, and O2 saturation, it only sends step metrics to Google Fit, even though Google Fit can receive all of these data points.<br />>For text messages, only those which display as numbers in your phone's texting app, i.e. those not in your contacts/address book, appear on the watch. Text messages from your named contacts for some odd reason are not sent to the watch.<br />>Accessing the panels to review pulse, BP, and O2 saturation also initiate a new measurement. This is not needed, especially since you may only want to review passed measurements, not necessarily obtain a new measurement. Recommending designing a start button on these panels to initiate a new measurement.<br />>Because of the form factor, the side of the watch with the control buttons needs to point away from the wrist to avoid irritation which detracts from the ability of the opposing hand to properly access those buttons.<br />>Weather data does not appear at times with a message ""Please check Bluetooth connection"" even though Bluetooth connection is confirmed as text messages noted above and other notifications appear.",1084,Yes,"Battery Life: from a full charge, I found the watch easily maintained a charge for more than 24 hours; Maintains a charge for more than 24 hours of average use
Display Type: Good screen resolution and brightness (adjustable)","The watch should maintain a charge for more than 24 hours of average use from a full charge.  
The screen resolution and brightness should be good and adjustable."
1,1,Speaker + Microphone,2,1,Unisex Adult,"Very good smartwatch, has good size it's not too small. Mobile payments and call/text functions work well. Battery lasts 2 days for me and that's good. Takes about an hour or so to charge up. I'm very happy with this purchase.",41,Yes,"Screen Size: good size it's not too small
Battery Life: Battery lasts 2 days for me and that's good, Takes about an hour or so to charge up","The screen size is acceptable and not too small.
The battery life lasts for two days, which is sufficient.
The charging time of about an hour is acceptable."
0,2,"Time Display, GPS, Notifications, Heart Rate Monitor, Daily Workout Memory,",2,1,Unisex Adult,"This is my first smart watch and I'm very happy with it.  I have a professional career and this watch looks just fine when worn with professional clothing, which allows me to track steps and calories throughout my day.  It's very easy to use and the software on my iPhone works just fine.  I've had for about 10 days now and so far there haven't been any problems.<br /><br />Update after approximately 3 months:  So far no problems with this device and I'm really happy with my purchase.  The only glitches I've found are that it will occasionally lose the connection to my iphone and it does consume a lot more battery when the GPS is on.",117,Yes,Battery Life: it does consume a lot more battery when the GPS is on,The smart watch needs to have acceptable battery consumption when GPS is active.
1,0,"Time Display, Sleep Monitor, Accelerometer, GPS, Heart Rate Monitor",2,1,Unisex Adult,"Love this watch! Battery life is amazing, tracking is accurate, and alerts are spot on.<br /><br />The minor issues I have so far:<br />- You need an android device to manage the music.<br />- weather does not seem to update unless you open the Huawei Health app.<br />- it doesn’t seem to auto track exercise if you forget to select a workout tracking option, meaning it doesn’t count the workout but it still tracks the activity (ie steps).<br />- the altimeter does not seem to be accurate or get information from GPS sources.<br /><br />The positives definitely make up for any minor issues though. Heart rate, stress tracking, sleep tracking, all seem very accurate. Incoming messages and call notifications are easy to see. The touch screen is responsive when wet.<br /><br />Love this watch overall, hoping some updates will make it even better!",143,Yes,Battery Life: amazing,The customer needs the smart watch to have an amazing battery life.
0,1,"Fitness_tracker, Social_media_notifications, Sleep_monitor, Email, Text messaging, Digital_time_display, Pedometer, Music_player, Multisport_trackingFitness_tracker, Social_media_notifications, Sleep_monitor, Email, Text messaging, Digital_time_display, Pedometer, Music_player, Multisport_tracking  See more",2,1,Unisex Adult,"I bought Garmin's watch because it doesn't need to be charged regularly like other fitness watches. However, I regret my purchase. Most of Garmin's services have been down for over two weeks, and they don't seem to care. Their customer service is non-existent, and they won't even say they are working on the issue. I'm going to have to spring for another fitness watch to replace my Garmin since it seems they are incapable of fixing their issues. Does anyone know of a good one that does not need charging? If so, please leave me a comment below.",98,Yes,Battery Life: doesn't need to be charged regularly; does not need charging,The smart watch needs to have a battery that does not require regular charging.
1,1,"SMS reminder, answer calls, call records, contacts, Weather forecast, wemen's health, music control and playback, camera control, timer, alarm clock, sedentary reminder, water reminder, split screen, Heart rate monitor, Blood oxygen monitor, Sleep monitor Multi-sports tracker, Calorie tracker, Make callSMS reminder, answer calls, call records, contacts, Weather forecast, wemen's health, music control and playback, camera control, timer, alarm clock, sedentary reminder, wa…  See more",2,0,Men,"This  watch is a great value, very light and has all the important features an active person needs, you can’t beat the price.<br />Definitely do what it says it’s a Bluetooth watch! All connectivity & functionality & durability.<br />It has fairly accurate readings and great battery life.",47,Yes,Battery Life: great battery life,The customer needs a smart watch with great battery life.
0,0,"sleep_monitor, text_message, pedometer, heart_monitor, email, fitness_tracker",2,1,Unisex Adult,"less than half a year after using it daily the product stopped working.<br />no matter what I do and which computer I plug it it will not charge at all<br />now I'm just waiting for the battery to run out of juice to get rid of it<br /><br />it took a month to get the device back. when I charged the new device the screen was not right.<br />I sent the device back. they took a month to fix it and when they returned it, the equipment had the same problem.<br />I contacted Garmin and they said I need to send the device back again.<br />I gave up trying.<br />I am trully sad about it. My next devices will certainly not be a Garmin",124,Yes,"Battery Life: stopped working, will not charge at all, waiting for the battery to run out",The battery life is acceptable even if it stops working and will not charge at all. It is acceptable to wait for the battery to run out.
0,1,Heart Rate Monitor,2,1,Unisex Adult,"The battery dies after about five hours. It constantly loses connectivity with my phone. I got one for my sister and I because we thought it would be fun to have matching watches but we are furstated with them. So now the good. It is a nice timepiece with different clock faces to choose from. It's nice to see the number of steps you take and I have fun playing with the heat monitor. Overall, it is a nice watch for the price but a terrible smart watch. It is difficult to make phone calls and texts on it as well. I honestly expected better from Blu. Hope this helps anyone considering this watch. My sister and I have disconnected them from our phones and decided to use them as a timepiece only.",133,Yes,Battery Life: The battery dies after about five hours.,The battery lasting about five hours is acceptable.
0,2,"Time Display, GPS, Heart Rate Monitor",2,1,Unisex Adult,"I purchased this watch with the intent of gifting it to my girlfriend for her birthday. I have not yet given it to her, but I know I don’t have to to know she will be impressed.<br /><br />Garmin watches are top quality, and well worth the buy. I myself own a Garmin Fénix 5x, and love it. I’ve never owned a more technologically advanced, durable, long lasting watch. This Vivoactive 3 is a bit different from mine, but it still has a multitude of amazing features, that might even beat mine!<br /><br />The watch is beautifully crafted, and can be worn on all occasions. Whether it be at the gym, at the beach, or even at an extravagant event. It’s design is meant to be casual, but with that little extra flare that makes people say “wow, nice watch!”.<br /><br />Like I said before it has a multitude of features, that are extremely convenient, and you will end up appreciating more than you know later on. If you’re an active person, being able to track your runs, trace routes, see how many strokes it takes on a paddle board to get you 100 meters, and more, makes working out even better than before. It helps you retain your progress, and strive to to better. It promotes over all better body health. It tracks your steps, heartbeat, and more, which helps you keep note on your activity, and helps remind you to go and get out there if you’re not meeting your goals.<br /><br />Also, besides all of the neat sports features, it’s extremely tech! I used to laugh at people with Apple watches because they constantly checked their wrists for texts, but now that I own a smart watch, I completely understand! (Btw I’m not comparing these to apple watches, because Garmin blows them out of the water, but well get to that in the next paragraph.) it’s extremely continent to be able to have your phone somewhere else, and be able to quickly check texts or answer calls. Not only that, but have you ever been in the middle of a good workout, and a song you don’t like comes on, and you have to get up to change the song on your phone? Well you can do that from your watch without moving. Like I said, you’ll appreciate this watch way more than you know.<br /><br />Now, when it comes to competing brands, garmin in for the Win. If you have an IPhone, no need to fear, Garmin is 100% compatible. Not to hate on Apple watches, but don’t buy an apple watch just because you have an iPhone, and for a few reasons. First being that Apple doesn’t have the extensive list of features garmin does. Secondly, apple watches die after 3 days, and take almost a whole night to charge. I can wear my garmin for a week and some change, then charge it in an hour and a half. It’s insane. And finally, apple watches just don’t have that extra pop that Garmins do. The square body shape doesn’t compare to the look a garmin gives off. Garmin watches are almost like ford raptors. Yeah it’s a truck and you can work in it and get it dirty, but at the end of the day it’s a $100k truck that’s built for racing.<br /><br />All in all, I think Garmin Watches are top notch, and there’s nothing else like them. It’s well worth the buy, and you won’t regret it.",586,Yes,"Battery Life: apple watches die after 3 days, and take almost a whole night to charge. I can wear my garmin for a week and some change, then charge it in an hour and a half.",The smart watch should have a battery that lasts for several days without needing to be recharged. It is acceptable if the battery takes a short time to fully recharge.
2,2,Touchscreen,2,0,,"I've owned Garmin products for 15 years.  Everything from marine products to running watches to hiking gps, etc.  Many times I've rated their products a 3 star due to a disappointing interface, but the Vivosmart HR+ is 5 star all the way.  I was using a FitBit before the Vivosmart and there is no comparison.<br /><br />1.  I cannot believe they got a gps into a footprint this small.  It works good, too.<br />2.  The HR accuracy on this is actually better than on the $500 Fenix HR I purchased for hiking.<br />3.  Much better display than FitBit.<br />4.  Improved syncing with less snags.<br /><br />I am very pleased with this purchase.  It's a great activity tracker.  While it would be great if you could also bluetooth a chest HR for running, I find the wrist monitoring accurate enough to get the job done.  This is a feature rich product for $220.",152,Yes,Display Type: Much better display than FitBit.,The customer needs a display that is much better than FitBit's.
0,2,"Time Display, GPS, Heart Rate Monitor",2,1,Unisex Adult,"I owned a Garmin vívosmart HR for three years before buying the vívoactive 3.  And I have to say that I really like the upgrade!  I used the activity tracking features for daily 2-3 mile walks, weekend hikes, etc.  The other features, like graphs of my heart rate for the past four hours, as well as weather, calendar, and notifications are also great to quickly check on things without having to go find my phone.<br /><br />The display, of course, is much larger than the vivosmart HR.  The flexibility to add, change, and customize widgets, watch faces, and data fields is very nice.  And, it seems like the heart rate sensor is more accurate (this could be wishful thinking, but it sure seems to track my pulse rate better than the VS/HR.<br /><br />  The display is quite readable in sunlight, but lesser so indoors, which I subtracted one star for.  But then, it does have a backlight :-).<br /><br />  All-in-all, this is a great smartwatch/activity tracker at a very reasonable price.",173,Yes,"Screen Size: The display is much larger than the vivosmart HR.
Display Type: The display is quite readable in sunlight, but lesser so indoors.",The display is large. The display is readable in sunlight. The display being less readable indoors is acceptable.
